Name,Scenario_One,Scenario_Two,Mean_Break_Year,Mean_Break_Value_%,Peak_Break_Year,Peak_Break_Value_%
Ohio,rcp85hotter_ssp5,rcp85hotter_ssp3,2035.0,9.33,2035.0,9.35
Oklahoma,rcp85hotter_ssp5,rcp85hotter_ssp3,2035.0,10.8,2035.0,10.76
Oregon,rcp85hotter_ssp5,rcp85hotter_ssp3,2035.0,7.62,2035.0,7.7
Pennsylvania,rcp85hotter_ssp5,rcp85hotter_ssp3,2035.0,9.67,2035.0,9.69
Rhode Island,rcp85hotter_ssp5,rcp85hotter_ssp3,2035.0,9.43,2035.0,9.57
South Carolina,rcp85hotter_ssp5,rcp85hotter_ssp3,2035.0,11.11,2035.0,11.14
South Dakota,rcp85hotter_ssp5,rcp85hotter_ssp3,2035.0,11.86,2035.0,11.66
Tennessee,rcp85hotter_ssp5,rcp85hotter_ssp3,2035.0,10.61,2035.0,10.97
Texas,rcp85hotter_ssp5,rcp85hotter_ssp3,2035.0,9.32,2035.0,9.29
Utah,rcp85hotter_ssp5,rcp85hotter_ssp3,2035.0,7.29,2035.0,6.85
Vermont,rcp85hotter_ssp5,rcp85hotter_ssp3,2030.0,6.14,2030.0,6.24
Virginia,rcp85hotter_ssp5,rcp85hotter_ssp3,2035.0,10.79,2035.0,10.93
Washington,rcp85hotter_ssp5,rcp85hotter_ssp3,2035.0,6.81,2035.0,6.75
West Virginia,rcp85hotter_ssp5,rcp85hotter_ssp3,2030.0,5.1,2030.0,5.09
Wisconsin,rcp85hotter_ssp5,rcp85hotter_ssp3,2035.0,8.97,2035.0,8.91
Wyoming,rcp85hotter_ssp5,rcp85hotter_ssp3,2035.0,11.8,2035.0,12.06
Alabama,rcp85hotter_ssp3,rcp85cooler_ssp3,,,2080.0,5.1
Arizona,rcp85hotter_ssp3,rcp85cooler_ssp3,,,,
Arkansas,rcp85hotter_ssp3,rcp85cooler_ssp3,,,2070.0,5.09
California,rcp85hotter_ssp3,rcp85cooler_ssp3,,,,
Colorado,rcp85hotter_ssp3,rcp85cooler_ssp3,,,,
Connecticut,rcp85hotter_ssp3,rcp85cooler_ssp3,2080.0,5.0,,
Delaware,rcp85hotter_ssp3,rcp85cooler_ssp3,,,,
District of Columbia,rcp85hotter_ssp3,rcp85cooler_ssp3,,,2060.0,6.06
Florida,rcp85hotter_ssp3,rcp85cooler_ssp3,,,,
Georgia,rcp85hotter_ssp3,rcp85cooler_ssp3,,,2080.0,5.22
Idaho,rcp85hotter_ssp3,rcp85cooler_ssp3,,,,
Illinois,rcp85hotter_ssp3,rcp85cooler_ssp3,,,,
Indiana,rcp85hotter_ssp3,rcp85cooler_ssp3,,,,
Iowa,rcp85hotter_ssp3,rcp85cooler_ssp3,,,,
Kansas,rcp85hotter_ssp3,rcp85cooler_ssp3,,,2070.0,5.38
Kentucky,rcp85hotter_ssp3,rcp85cooler_ssp3,,,,
Louisiana,rcp85hotter_ssp3,rcp85cooler_ssp3,,,2075.0,5.18
Maine,rcp85hotter_ssp3,rcp85cooler_ssp3,2070.0,5.22,,
Maryland,rcp85hotter_ssp3,rcp85cooler_ssp3,,,,
Massachusetts,rcp85hotter_ssp3,rcp85cooler_ssp3,2085.0,5.44,,
Michigan,rcp85hotter_ssp3,rcp85cooler_ssp3,,,,
Minnesota,rcp85hotter_ssp3,rcp85cooler_ssp3,,,,
Mississippi,rcp85hotter_ssp3,rcp85cooler_ssp3,,,2075.0,5.13
Missouri,rcp85hotter_ssp3,rcp85cooler_ssp3,,,2070.0,5.66
Montana,rcp85hotter_ssp3,rcp85cooler_ssp3,,,,
Nebraska,rcp85hotter_ssp3,rcp85cooler_ssp3,,,2085.0,5.59
Nevada,rcp85hotter_ssp3,rcp85cooler_ssp3,,,,
New Hampshire,rcp85hotter_ssp3,rcp85cooler_ssp3,2075.0,5.05,,
New Jersey,rcp85hotter_ssp3,rcp85cooler_ssp3,,,2060.0,6.19
New Mexico,rcp85hotter_ssp3,rcp85cooler_ssp3,,,,
New York,rcp85hotter_ssp3,rcp85cooler_ssp3,,,2070.0,5.03
North Carolina,rcp85hotter_ssp3,rcp85cooler_ssp3,2090.0,5.39,2080.0,5.87
North Dakota,rcp85hotter_ssp3,rcp85cooler_ssp3,,,,
Ohio,rcp85hotter_ssp3,rcp85cooler_ssp3,,,,
Oklahoma,rcp85hotter_ssp3,rcp85cooler_ssp3,,,,
Oregon,rcp85hotter_ssp3,rcp85cooler_ssp3,,,,
Pennsylvania,rcp85hotter_ssp3,rcp85cooler_ssp3,,,,
Rhode Island,rcp85hotter_ssp3,rcp85cooler_ssp3,2085.0,5.37,2090.0,5.17
South Carolina,rcp85hotter_ssp3,rcp85cooler_ssp3,,,2085.0,5.33
South Dakota,rcp85hotter_ssp3,rcp85cooler_ssp3,,,2085.0,5.8
Tennessee,rcp85hotter_ssp3,rcp85cooler_ssp3,,,2065.0,5.75
Texas,rcp85hotter_ssp3,rcp85cooler_ssp3,,,,
Utah,rcp85hotter_ssp3,rcp85cooler_ssp3,,,,
Vermont,rcp85hotter_ssp3,rcp85cooler_ssp3,2075.0,5.35,,
Virginia,rcp85hotter_ssp3,rcp85cooler_ssp3,,,2085.0,5.79
Washington,rcp85hotter_ssp3,rcp85cooler_ssp3,,,,
West Virginia,rcp85hotter_ssp3,rcp85cooler_ssp3,,,,
Wisconsin,rcp85hotter_ssp3,rcp85cooler_ssp3,,,,
Wyoming,rcp85hotter_ssp3,rcp85cooler_ssp3,,,,
Alabama,rcp85hotter_ssp3,rcp45hotter_ssp3,2055.0,5.86,2045.0,5.23
Arizona,rcp85hotter_ssp3,rcp45hotter_ssp3,2045.0,5.05,2045.0,5.47
Arkansas,rcp85hotter_ssp3,rcp45hotter_ssp3,2055.0,5.9,2045.0,5.51
California,rcp85hotter_ssp3,rcp45hotter_ssp3,2050.0,5.54,2045.0,5.62
Colorado,rcp85hotter_ssp3,rcp45hotter_ssp3,2045.0,5.29,2040.0,5.6
Connecticut,rcp85hotter_ssp3,rcp45hotter_ssp3,2060.0,5.47,2050.0,5.31
Delaware,rcp85hotter_ssp3,rcp45hotter_ssp3,2060.0,7.15,2050.0,5.19
District of Columbia,rcp85hotter_ssp3,rcp45hotter_ssp3,2060.0,5.7,2060.0,7.1
Florida,rcp85hotter_ssp3,rcp45hotter_ssp3,2045.0,5.31,2045.0,5.74
Georgia,rcp85hotter_ssp3,rcp45hotter_ssp3,2055.0,5.24,2050.0,6.67
Idaho,rcp85hotter_ssp3,rcp45hotter_ssp3,2050.0,5.21,2045.0,5.51
Illinois,rcp85hotter_ssp3,rcp45hotter_ssp3,2050.0,5.51,2045.0,5.52
Indiana,rcp85hotter_ssp3,rcp45hotter_ssp3,2060.0,6.63,2050.0,5.19
Iowa,rcp85hotter_ssp3,rcp45hotter_ssp3,2050.0,6.83,2045.0,5.87
Kansas,rcp85hotter_ssp3,rcp45hotter_ssp3,2050.0,5.78,2045.0,5.86
Kentucky,rcp85hotter_ssp3,rcp45hotter_ssp3,2060.0,6.3,2045.0,5.15
Louisiana,rcp85hotter_ssp3,rcp45hotter_ssp3,2055.0,6.27,2045.0,5.9
Maine,rcp85hotter_ssp3,rcp45hotter_ssp3,2085.0,6.0,2055.0,5.32
Maryland,rcp85hotter_ssp3,rcp45hotter_ssp3,2060.0,5.75,2060.0,7.15
Massachusetts,rcp85hotter_ssp3,rcp45hotter_ssp3,2070.0,5.14,2055.0,5.35
Michigan,rcp85hotter_ssp3,rcp45hotter_ssp3,2060.0,5.59,2060.0,7.05
Minnesota,rcp85hotter_ssp3,rcp45hotter_ssp3,2055.0,5.82,2050.0,5.88
Mississippi,rcp85hotter_ssp3,rcp45hotter_ssp3,2050.0,5.37,2045.0,5.59
Missouri,rcp85hotter_ssp3,rcp45hotter_ssp3,2050.0,5.0,2045.0,5.05
Montana,rcp85hotter_ssp3,rcp45hotter_ssp3,2040.0,5.42,2035.0,5.41
Nebraska,rcp85hotter_ssp3,rcp45hotter_ssp3,2050.0,6.64,2045.0,5.91
Nevada,rcp85hotter_ssp3,rcp45hotter_ssp3,2055.0,5.6,2050.0,5.05
New Hampshire,rcp85hotter_ssp3,rcp45hotter_ssp3,2085.0,5.98,2060.0,7.11
New Jersey,rcp85hotter_ssp3,rcp45hotter_ssp3,2060.0,6.32,2050.0,5.52
New Mexico,rcp85hotter_ssp3,rcp45hotter_ssp3,2045.0,5.08,2040.0,5.05
New York,rcp85hotter_ssp3,rcp45hotter_ssp3,2055.0,5.51,2045.0,5.47
North Carolina,rcp85hotter_ssp3,rcp45hotter_ssp3,2060.0,5.89,2050.0,5.61
North Dakota,rcp85hotter_ssp3,rcp45hotter_ssp3,2050.0,5.95,2050.0,7.65
Ohio,rcp85hotter_ssp3,rcp45hotter_ssp3,2060.0,6.1,2055.0,5.09
Oklahoma,rcp85hotter_ssp3,rcp45hotter_ssp3,2045.0,5.37,2040.0,5.64
Oregon,rcp85hotter_ssp3,rcp45hotter_ssp3,2055.0,5.65,2050.0,5.47
Pennsylvania,rcp85hotter_ssp3,rcp45hotter_ssp3,2060.0,5.3,2060.0,6.71
Rhode Island,rcp85hotter_ssp3,rcp45hotter_ssp3,2060.0,6.75,2050.0,5.83
South Carolina,rcp85hotter_ssp3,rcp45hotter_ssp3,2055.0,5.09,2050.0,6.0
South Dakota,rcp85hotter_ssp3,rcp45hotter_ssp3,2050.0,6.77,2045.0,5.9
Tennessee,rcp85hotter_ssp3,rcp45hotter_ssp3,2055.0,5.29,2045.0,5.18
Texas,rcp85hotter_ssp3,rcp45hotter_ssp3,2045.0,5.13,2045.0,5.8
Utah,rcp85hotter_ssp3,rcp45hotter_ssp3,2050.0,5.84,2045.0,5.06
Vermont,rcp85hotter_ssp3,rcp45hotter_ssp3,2080.0,5.32,2060.0,7.03
Virginia,rcp85hotter_ssp3,rcp45hotter_ssp3,2060.0,5.67,2055.0,5.74
Washington,rcp85hotter_ssp3,rcp45hotter_ssp3,2060.0,6.06,2090.0,6.09
West Virginia,rcp85hotter_ssp3,rcp45hotter_ssp3,2075.0,7.17,2060.0,6.23
Wisconsin,rcp85hotter_ssp3,rcp45hotter_ssp3,2055.0,5.86,2045.0,5.22
Wyoming,rcp85hotter_ssp3,rcp45hotter_ssp3,2045.0,5.66,2040.0,5.41
Alabama,rcp45cooler_ssp5,rcp45cooler_ssp3,2030.0,7.09,2030.0,7.02
Arizona,rcp45cooler_ssp5,rcp45cooler_ssp3,2030.0,5.03,2030.0,6.69
Arkansas,rcp45cooler_ssp5,rcp45cooler_ssp3,2030.0,7.67,2030.0,7.86
California,rcp45cooler_ssp5,rcp45cooler_ssp3,2035.0,9.24,2035.0,9.27
Colorado,rcp45cooler_ssp5,rcp45cooler_ssp3,2035.0,12.13,2030.0,5.01
Connecticut,rcp45cooler_ssp5,rcp45cooler_ssp3,2030.0,5.45,2030.0,5.57
Delaware,rcp45cooler_ssp5,rcp45cooler_ssp3,2030.0,6.22,2030.0,6.2
District of Columbia,rcp45cooler_ssp5,rcp45cooler_ssp3,2035.0,9.71,2035.0,9.73
Florida,rcp45cooler_ssp5,rcp45cooler_ssp3,2035.0,11.21,2035.0,11.11
Georgia,rcp45cooler_ssp5,rcp45cooler_ssp3,2030.0,5.79,2030.0,5.67
Idaho,rcp45cooler_ssp5,rcp45cooler_ssp3,2030.0,5.36,2030.0,6.46
Illinois,rcp45cooler_ssp5,rcp45cooler_ssp3,2035.0,10.05,2035.0,10.46
Indiana,rcp45cooler_ssp5,rcp45cooler_ssp3,2030.0,5.65,2030.0,5.52
Iowa,rcp45cooler_ssp5,rcp45cooler_ssp3,2030.0,5.72,2030.0,5.45
Kansas,rcp45cooler_ssp5,rcp45cooler_ssp3,2030.0,5.42,2030.0,5.39
Kentucky,rcp45cooler_ssp5,rcp45cooler_ssp3,2030.0,6.87,2030.0,6.96
Louisiana,rcp45cooler_ssp5,rcp45cooler_ssp3,2030.0,5.96,2030.0,5.76
Maine,rcp45cooler_ssp5,rcp45cooler_ssp3,2030.0,7.34,2030.0,7.45
Maryland,rcp45cooler_ssp5,rcp45cooler_ssp3,2035.0,10.23,2035.0,10.24
Massachusetts,rcp45cooler_ssp5,rcp45cooler_ssp3,2035.0,10.5,2035.0,10.63
Michigan,rcp45cooler_ssp5,rcp45cooler_ssp3,2035.0,11.45,2035.0,11.37
Minnesota,rcp45cooler_ssp5,rcp45cooler_ssp3,2035.0,10.96,2035.0,10.83
Mississippi,rcp45cooler_ssp5,rcp45cooler_ssp3,2030.0,7.55,2030.0,7.27
Missouri,rcp45cooler_ssp5,rcp45cooler_ssp3,2030.0,5.6,2030.0,5.44
Montana,rcp45cooler_ssp5,rcp45cooler_ssp3,2030.0,7.56,2030.0,7.9
Nebraska,rcp45cooler_ssp5,rcp45cooler_ssp3,2030.0,5.78,2030.0,5.99
Nevada,rcp45cooler_ssp5,rcp45cooler_ssp3,2030.0,5.25,2030.0,6.41
New Hampshire,rcp45cooler_ssp5,rcp45cooler_ssp3,2030.0,6.24,2030.0,6.36
New Jersey,rcp45cooler_ssp5,rcp45cooler_ssp3,2035.0,9.88,2035.0,9.91
New Mexico,rcp45cooler_ssp5,rcp45cooler_ssp3,2030.0,5.94,2030.0,5.85
New York,rcp45cooler_ssp5,rcp45cooler_ssp3,2035.0,10.52,2035.0,10.88
North Carolina,rcp45cooler_ssp5,rcp45cooler_ssp3,2030.0,6.28,2030.0,6.46
North Dakota,rcp45cooler_ssp5,rcp45cooler_ssp3,2030.0,5.88,2030.0,5.94
Ohio,rcp45cooler_ssp5,rcp45cooler_ssp3,2030.0,5.22,2030.0,5.2
Oklahoma,rcp45cooler_ssp5,rcp45cooler_ssp3,2030.0,6.43,2030.0,6.59
Oregon,rcp45cooler_ssp5,rcp45cooler_ssp3,2035.0,10.48,2035.0,10.63
Pennsylvania,rcp45cooler_ssp5,rcp45cooler_ssp3,2030.0,5.23,2030.0,5.22
Rhode Island,rcp45cooler_ssp5,rcp45cooler_ssp3,2030.0,5.45,2030.0,5.56
South Carolina,rcp45cooler_ssp5,rcp45cooler_ssp3,2030.0,6.43,2030.0,6.47
South Dakota,rcp45cooler_ssp5,rcp45cooler_ssp3,2030.0,6.65,2030.0,6.54
Tennessee,rcp45cooler_ssp5,rcp45cooler_ssp3,2030.0,6.13,2030.0,6.46
Texas,rcp45cooler_ssp5,rcp45cooler_ssp3,2030.0,5.61,2030.0,5.52
Utah,rcp45cooler_ssp5,rcp45cooler_ssp3,2035.0,10.58,2035.0,10.0
Vermont,rcp45cooler_ssp5,rcp45cooler_ssp3,2030.0,7.52,2030.0,7.64
Virginia,rcp45cooler_ssp5,rcp45cooler_ssp3,2030.0,5.75,2030.0,5.77
Washington,rcp45cooler_ssp5,rcp45cooler_ssp3,2035.0,9.1,2035.0,9.02
West Virginia,rcp45cooler_ssp5,rcp45cooler_ssp3,2030.0,6.43,2030.0,6.41
Wisconsin,rcp45cooler_ssp5,rcp45cooler_ssp3,2035.0,11.31,2035.0,11.29
Wyoming,rcp45cooler_ssp5,rcp45cooler_ssp3,2030.0,7.47,2030.0,7.57
Alabama,rcp85cooler_ssp5,rcp45cooler_ssp5,2090.0,7.96,2070.0,6.0
Arizona,rcp85cooler_ssp5,rcp45cooler_ssp5,2090.0,5.01,2080.0,5.56
Arkansas,rcp85cooler_ssp5,rcp45cooler_ssp5,,,2075.0,5.88
California,rcp85cooler_ssp5,rcp45cooler_ssp5,,,2070.0,7.49
Colorado,rcp85cooler_ssp5,rcp45cooler_ssp5,,,2080.0,6.63
Connecticut,rcp85cooler_ssp5,rcp45cooler_ssp5,,,2085.0,5.49
Delaware,rcp85cooler_ssp5,rcp45cooler_ssp5,2085.0,5.06,2075.0,7.93
District of Columbia,rcp85cooler_ssp5,rcp45cooler_ssp5,2070.0,7.84,2070.0,9.49
Florida,rcp85cooler_ssp5,rcp45cooler_ssp5,2070.0,8.36,2070.0,9.63
Georgia,rcp85cooler_ssp5,rcp45cooler_ssp5,2090.0,9.84,2070.0,6.44
Idaho,rcp85cooler_ssp5,rcp45cooler_ssp5,,,2090.0,5.63
Illinois,rcp85cooler_ssp5,rcp45cooler_ssp5,,,2075.0,5.48
Indiana,rcp85cooler_ssp5,rcp45cooler_ssp5,,,2085.0,6.06
Iowa,rcp85cooler_ssp5,rcp45cooler_ssp5,,,2080.0,5.04
Kansas,rcp85cooler_ssp5,rcp45cooler_ssp5,2080.0,9.75,2070.0,7.72
Kentucky,rcp85cooler_ssp5,rcp45cooler_ssp5,,,,
Louisiana,rcp85cooler_ssp5,rcp45cooler_ssp5,2070.0,5.44,2070.0,6.94
Maine,rcp85cooler_ssp5,rcp45cooler_ssp5,,,,
Maryland,rcp85cooler_ssp5,rcp45cooler_ssp5,2085.0,6.4,2070.0,5.5
Massachusetts,rcp85cooler_ssp5,rcp45cooler_ssp5,,,2085.0,7.21
Michigan,rcp85cooler_ssp5,rcp45cooler_ssp5,,,,
Minnesota,rcp85cooler_ssp5,rcp45cooler_ssp5,,,,
Mississippi,rcp85cooler_ssp5,rcp45cooler_ssp5,2075.0,5.11,2070.0,6.21
Missouri,rcp85cooler_ssp5,rcp45cooler_ssp5,2080.0,8.26,2070.0,6.25
Montana,rcp85cooler_ssp5,rcp45cooler_ssp5,,,,
Nebraska,rcp85cooler_ssp5,rcp45cooler_ssp5,2080.0,5.67,2080.0,8.63
Nevada,rcp85cooler_ssp5,rcp45cooler_ssp5,,,2080.0,5.39
New Hampshire,rcp85cooler_ssp5,rcp45cooler_ssp5,,,,
New Jersey,rcp85cooler_ssp5,rcp45cooler_ssp5,2070.0,6.2,2070.0,7.89
New Mexico,rcp85cooler_ssp5,rcp45cooler_ssp5,,,2090.0,6.67
New York,rcp85cooler_ssp5,rcp45cooler_ssp5,2085.0,6.91,2070.0,5.11
North Carolina,rcp85cooler_ssp5,rcp45cooler_ssp5,2075.0,5.01,2070.0,5.4
North Dakota,rcp85cooler_ssp5,rcp45cooler_ssp5,,,,
Ohio,rcp85cooler_ssp5,rcp45cooler_ssp5,,,2085.0,6.65
Oklahoma,rcp85cooler_ssp5,rcp45cooler_ssp5,2080.0,6.79,2070.0,5.02
Oregon,rcp85cooler_ssp5,rcp45cooler_ssp5,,,,
Pennsylvania,rcp85cooler_ssp5,rcp45cooler_ssp5,2085.0,5.47,2075.0,7.77
Rhode Island,rcp85cooler_ssp5,rcp45cooler_ssp5,,,2075.0,5.44
South Carolina,rcp85cooler_ssp5,rcp45cooler_ssp5,2080.0,5.1,2070.0,6.23
South Dakota,rcp85cooler_ssp5,rcp45cooler_ssp5,,,2080.0,5.15
Tennessee,rcp85cooler_ssp5,rcp45cooler_ssp5,2090.0,8.71,2075.0,7.36
Texas,rcp85cooler_ssp5,rcp45cooler_ssp5,2080.0,5.5,2070.0,5.5
Utah,rcp85cooler_ssp5,rcp45cooler_ssp5,,,2090.0,5.84
Vermont,rcp85cooler_ssp5,rcp45cooler_ssp5,2090.0,5.25,,
Virginia,rcp85cooler_ssp5,rcp45cooler_ssp5,2075.0,6.03,2075.0,7.75
Washington,rcp85cooler_ssp5,rcp45cooler_ssp5,,,,
West Virginia,rcp85cooler_ssp5,rcp45cooler_ssp5,,,,
Wisconsin,rcp85cooler_ssp5,rcp45cooler_ssp5,,,,
Wyoming,rcp85cooler_ssp5,rcp45cooler_ssp5,,,2090.0,5.91
Alabama,rcp45hotter_ssp5,rcp45cooler_ssp5,,,,
Arizona,rcp45hotter_ssp5,rcp45cooler_ssp5,,,,
Arkansas,rcp45hotter_ssp5,rcp45cooler_ssp5,,,,
California,rcp45hotter_ssp5,rcp45cooler_ssp5,,,,
Colorado,rcp45hotter_ssp5,rcp45cooler_ssp5,,,,
Connecticut,rcp45hotter_ssp5,rcp45cooler_ssp5,,,,
Delaware,rcp45hotter_ssp5,rcp45cooler_ssp5,,,,
District of Columbia,rcp45hotter_ssp5,rcp45cooler_ssp5,,,,
Florida,rcp45hotter_ssp5,rcp45cooler_ssp5,,,,
Georgia,rcp45hotter_ssp5,rcp45cooler_ssp5,,,,
Idaho,rcp45hotter_ssp5,rcp45cooler_ssp5,,,,
Illinois,rcp45hotter_ssp5,rcp45cooler_ssp5,,,,
Indiana,rcp45hotter_ssp5,rcp45cooler_ssp5,,,,
Iowa,rcp45hotter_ssp5,rcp45cooler_ssp5,,,,
Kansas,rcp45hotter_ssp5,rcp45cooler_ssp5,,,,
Kentucky,rcp45hotter_ssp5,rcp45cooler_ssp5,,,,
Louisiana,rcp45hotter_ssp5,rcp45cooler_ssp5,,,,
Maine,rcp45hotter_ssp5,rcp45cooler_ssp5,,,,
Maryland,rcp45hotter_ssp5,rcp45cooler_ssp5,,,,
Massachusetts,rcp45hotter_ssp5,rcp45cooler_ssp5,,,,
Michigan,rcp45hotter_ssp5,rcp45cooler_ssp5,,,,
Minnesota,rcp45hotter_ssp5,rcp45cooler_ssp5,,,,
Mississippi,rcp45hotter_ssp5,rcp45cooler_ssp5,,,,
Missouri,rcp45hotter_ssp5,rcp45cooler_ssp5,,,,
Montana,rcp45hotter_ssp5,rcp45cooler_ssp5,,,,
Nebraska,rcp45hotter_ssp5,rcp45cooler_ssp5,,,,
Nevada,rcp45hotter_ssp5,rcp45cooler_ssp5,,,,
New Hampshire,rcp45hotter_ssp5,rcp45cooler_ssp5,,,,
New Jersey,rcp45hotter_ssp5,rcp45cooler_ssp5,,,2060.0,5.22
New Mexico,rcp45hotter_ssp5,rcp45cooler_ssp5,,,,
New York,rcp45hotter_ssp5,rcp45cooler_ssp5,,,,
North Carolina,rcp45hotter_ssp5,rcp45cooler_ssp5,,,,
North Dakota,rcp45hotter_ssp5,rcp45cooler_ssp5,,,,
Ohio,rcp45hotter_ssp5,rcp45cooler_ssp5,,,,
Oklahoma,rcp45hotter_ssp5,rcp45cooler_ssp5,,,,
Oregon,rcp45hotter_ssp5,rcp45cooler_ssp5,,,,
Pennsylvania,rcp45hotter_ssp5,rcp45cooler_ssp5,,,,
Rhode Island,rcp45hotter_ssp5,rcp45cooler_ssp5,,,,
South Carolina,rcp45hotter_ssp5,rcp45cooler_ssp5,,,,
South Dakota,rcp45hotter_ssp5,rcp45cooler_ssp5,,,,
Tennessee,rcp45hotter_ssp5,rcp45cooler_ssp5,,,,
Texas,rcp45hotter_ssp5,rcp45cooler_ssp5,,,,
Utah,rcp45hotter_ssp5,rcp45cooler_ssp5,,,,
Vermont,rcp45hotter_ssp5,rcp45cooler_ssp5,,,,
Virginia,rcp45hotter_ssp5,rcp45cooler_ssp5,,,,
Washington,rcp45hotter_ssp5,rcp45cooler_ssp5,,,,
West Virginia,rcp45hotter_ssp5,rcp45cooler_ssp5,,,,
Wisconsin,rcp45hotter_ssp5,rcp45cooler_ssp5,,,,
Wyoming,rcp45hotter_ssp5,rcp45cooler_ssp5,,,,
Alabama,rcp85hotter_ssp5,rcp45hotter_ssp5,2070.0,6.65,2070.0,8.96
Arizona,rcp85hotter_ssp5,rcp45hotter_ssp5,2070.0,5.92,2070.0,7.2
Arkansas,rcp85hotter_ssp5,rcp45hotter_ssp5,2075.0,6.04,2070.0,6.76
California,rcp85hotter_ssp5,rcp45hotter_ssp5,2070.0,7.49,2070.0,9.31
Colorado,rcp85hotter_ssp5,rcp45hotter_ssp5,2090.0,5.89,2070.0,6.25
Connecticut,rcp85hotter_ssp5,rcp45hotter_ssp5,2085.0,6.02,2075.0,7.14
Delaware,rcp85hotter_ssp5,rcp45hotter_ssp5,2075.0,8.26,2070.0,6.69
District of Columbia,rcp85hotter_ssp5,rcp45hotter_ssp5,2070.0,11.49,2070.0,13.45
Florida,rcp85hotter_ssp5,rcp45hotter_ssp5,2070.0,11.81,2070.0,12.69
Georgia,rcp85hotter_ssp5,rcp45hotter_ssp5,2070.0,7.4,2070.0,9.75
Idaho,rcp85hotter_ssp5,rcp45hotter_ssp5,2090.0,5.96,2070.0,6.56
Illinois,rcp85hotter_ssp5,rcp45hotter_ssp5,2075.0,5.77,2070.0,6.12
Indiana,rcp85hotter_ssp5,rcp45hotter_ssp5,2075.0,7.05,2070.0,6.5
Iowa,rcp85hotter_ssp5,rcp45hotter_ssp5,2080.0,5.35,2070.0,5.15
Kansas,rcp85hotter_ssp5,rcp45hotter_ssp5,2070.0,7.71,2065.0,6.87
Kentucky,rcp85hotter_ssp5,rcp45hotter_ssp5,2080.0,5.54,2075.0,7.11
